Data export from TecQuipment CE2000

Data series 1

    Time    Squar    veloc    Vmoto    error 
    24.29    4.080    9.310   10.235    4.100
    24.35    4.080    9.315   10.235    4.105
    24.42    4.080    9.320   10.235    4.100
    24.49    4.080    9.330   10.235    4.100
    24.55    4.080    9.335   10.235    4.100
    24.62    4.080    9.340   10.235    4.100
    24.68    4.080    9.345   10.235    4.100
    24.75    4.085    9.345   10.235    4.105
    24.82    4.085    9.350   10.235    4.105
    24.88    4.080    9.355   10.235    4.100
    24.95    4.080    9.355   10.235    4.100
    25.01    4.080    9.360   10.235    4.100
    25.08    4.080    9.365   10.235    4.105
    25.15    4.080    9.370   10.235    4.100
    25.21    4.080    9.370   10.235    4.100
    25.28    4.085    9.375   10.235    4.105
    25.34    4.085    9.380   10.235    4.105
    25.41    4.080    9.380   10.235    4.100
    25.48    4.085    9.390   10.235    4.100
    25.54    4.085    9.395   10.235    4.100
    25.61    4.080    9.395   10.235    4.100
    25.67    4.080    9.395   10.235    4.100
    25.74    4.085    9.395   10.235    4.100
    25.81    4.085    9.400   10.235    4.100
    25.87    4.080    9.395   10.235    4.100
    25.94    4.080    9.395   10.235    4.100
    26.00    4.080    9.395   10.235    4.100
    26.07    4.080    9.400   10.235    4.100
    26.14    4.080    9.400   10.235    4.100
    26.20    4.080    9.405   10.235    4.100
    26.27    4.080    9.410   10.235    4.100
    26.33    4.080    9.410   10.235    4.100
    26.40    4.080    9.410   10.235    4.100
    26.47    4.080    9.415   10.235    4.100
    26.53    4.080    9.415   10.235    4.100
    26.60    4.080    9.415   10.235    4.100
    26.66    4.080    9.415   10.235    4.100
    26.73    4.080    9.415   10.235    4.100
    26.80    4.080    9.415   10.235    4.100
    26.86    4.080    9.415   10.235    4.100
    26.93    4.080    9.420   10.235    4.100
    26.99    4.080    9.420   10.235    4.105
    27.06    4.085    9.420   10.235    4.100
    27.13    4.085    9.420   10.235    4.105
    27.19    4.085    9.425   10.235    4.100
    27.26    4.085    9.425   10.235    4.105
    27.32    4.085    9.430   10.235    4.100
    27.39    4.080    9.425   10.235    4.105
    27.46    4.085    9.430   10.235    4.105
    27.52    4.080    9.430   10.235    4.100
    27.59    4.085    9.430   10.235    4.100
    27.65    4.080    9.425   10.235    4.100
    27.72    4.085    9.425   10.235    4.100
    27.79    4.085    9.430   10.235    4.105
    27.85    4.080    9.430   10.235    4.105
    27.92    4.080    9.425   10.235    4.100
    27.98    4.080    9.425   10.235    4.100
    28.05    4.085    9.430   10.235    4.105
    28.12    4.080    9.430   10.235    4.100
    28.18    4.080    9.430   10.235    4.100
    28.25    4.080    9.430   10.235    4.100
    28.31    4.080    9.435   10.235    4.100
    28.38    4.085    9.435   10.235    4.100
    28.45    4.080    9.435   10.235    4.100
    28.51    4.080    9.430   10.235    4.100
    28.58    4.080    9.430   10.235    4.095
    28.64    4.080    9.430   10.235    4.100
    28.71    4.080    9.430   10.235    4.100
    28.78    4.080    9.430   10.235    4.100
    28.84    4.080    9.430   10.235    4.100
    28.91    4.080    9.430   10.235    4.105
    28.97    4.080    9.435   10.235    4.100
    29.04    4.080    9.430   10.235    4.100
    29.11    4.080    9.435   10.235    4.100
    29.17    4.080    9.435   10.235    4.100
    29.24    4.080    9.435   10.235    4.100
    29.30    4.085    9.435   10.235    4.100
    29.37    4.080    9.435   10.235    4.100
    29.44    4.080    9.435   10.235    4.100
    29.50    4.085    9.435   10.235    4.105
    29.57    4.080    9.430   10.235    4.100
    29.63    4.080    9.430   10.235    4.100
    29.70    4.085    9.430   10.235    4.105
    29.77    4.085    9.430   10.235    4.105
    29.83    4.080    9.430   10.235    4.105
    29.90    4.080    9.435   10.235    4.105
    29.96    4.085    9.435   10.235    4.100
    30.03    4.080    9.435   10.235    4.100
    30.10    4.080    9.440   10.235    4.105
    30.16    4.085    9.440   10.235    4.100
    30.23    4.085    9.440   10.235    4.100
    30.29    4.085    9.440   10.235    4.105
    30.36    4.080    9.440   10.235    4.100
    30.43    4.080    9.440   10.235    4.100
    30.49    4.080    9.435   10.235    4.100
    30.56    4.080    9.435   10.235    4.100
    30.62    4.080    9.435   10.235    4.095
    30.69    4.080    9.430   10.235    4.095
    30.76    4.080    9.435   10.235    4.100
    30.82    4.085    9.435   10.235    4.100
    30.89    4.080    9.435   10.235    4.100
    30.95    4.080    9.435   10.235    4.100
    31.02    4.080    9.435   10.235    4.100
    31.09    4.080    9.440   10.235    4.100
    31.15    4.080    9.440   10.235    4.100
    31.22    4.080    9.440   10.235    4.100
    31.28    4.080    9.440   10.235    4.100
    31.35    4.080    9.440   10.235    4.100
    31.42    4.080    9.440   10.235    4.100
    31.48    4.080    9.435   10.235    4.100
    31.55    4.085    9.435   10.235    4.105
    31.61    4.085    9.430   10.235    4.100
    31.68    4.080    9.430   10.235    4.100
    31.75    4.080    9.430   10.235    4.100
    31.81    4.080    9.435   10.235    4.100
    31.88    4.085    9.435   10.235    4.100
    31.94    4.080    9.435   10.235    4.100
    32.01    4.080    9.440   10.235    4.100
