Data export from TecQuipment CE2000

Data series 1

    Time       T1       T2 heater input 
   433.55    2.575    2.570    0.000
   433.62    2.575    2.570    0.000
   433.69    2.575    2.570    0.000
   433.75    2.575    2.570    0.000
   433.82    2.575    2.570    0.000
   433.88    2.575    2.570    0.000
   433.95    2.575    2.570    0.000
   434.02    2.575    2.570    0.000
   434.08    2.575    2.570    0.000
   434.15    2.575    2.570    0.000
   434.21    2.575    2.570    0.000
   434.28    2.575    2.570    0.000
   434.35    2.575    2.570    0.000
   434.41    2.575    2.570    0.000
   434.48    2.575    2.570    0.000
   434.54    2.575    2.570    0.000
   434.61    2.575    2.570    0.000
   434.68    2.575    2.570    0.000
   434.74    2.575    2.570    0.000
   434.81    2.575    2.570    0.000
   434.87    2.575    2.570    0.000
   434.94    2.575    2.570    0.000
   435.01    2.575    2.570    0.000
   435.07    2.570    2.570    0.000
   435.14    2.575    2.570    0.000
   435.20    2.575    2.565    0.000
   435.27    2.575    2.570    0.000
   435.34    2.575    2.570    0.000
   435.40    2.575    2.565    0.000
   435.47    2.575    2.570    0.000
   435.53    2.575    2.565    0.000
   435.60    2.575    2.565    0.000
   435.67    2.575    2.565    0.000
   435.73    2.570    2.565    0.000
   435.80    2.570    2.565    0.000
   435.86    2.570    2.565    0.000
   435.93    2.575    2.565    0.000
   436.00    2.575    2.565    0.000
   436.06    2.575    2.565    0.000
   436.13    2.575    2.565    0.000
   436.19    2.570    2.565    0.000
   436.26    2.570    2.565    0.000
   436.33    2.575    2.565    0.000
   436.39    2.575    2.565    0.000
   436.46    2.570    2.565    0.000
   436.52    2.570    2.565    0.000
   436.59    2.570    2.565    0.000
   436.66    2.570    2.565    0.000
   436.72    2.575    2.565    0.000
   436.79    2.575    2.565    0.000
   436.85    2.570    2.565    0.000
   436.92    2.570    2.565    0.000
   436.99    2.570    2.565    0.000
   437.05    2.570    2.565    0.000
   437.12    2.570    2.565    0.000
   437.18    2.570    2.565    0.000
   437.25    2.570    2.565    0.000
   437.32    2.570    2.565    0.000
   437.38    2.570    2.565    0.000
   437.45    2.570    2.565    0.000
   437.51    2.570    2.565    0.000
   437.58    2.570    2.565    0.000
   437.65    2.570    2.565    0.000
   437.71    2.570    2.565    0.000
   437.78    2.570    2.565    0.000
   437.84    2.570    2.565    0.000
   437.91    2.570    2.565    0.000
   437.98    2.570    2.565    0.000
   438.04    2.570    2.565    0.000
   438.11    2.570    2.565    0.000
   438.17    2.570    2.565    0.000
   438.24    2.570    2.565    0.000
   438.31    2.570    2.565    0.000
   438.37    2.570    2.560    0.000
   438.44    2.570    2.565    0.000
   438.50    2.570    2.565    0.000
   438.57    2.570    2.565    0.000
   438.64    2.570    2.560    0.000
   438.70    2.570    2.565    0.000
   438.77    2.570    2.560    0.000
   438.83    2.570    2.565    0.000
   438.90    2.570    2.565    0.000
   438.97    2.570    2.565    0.000
   439.03    2.570    2.565    0.000
   439.10    2.570    2.565    0.000
   439.16    2.570    2.565    0.000
   439.23    2.570    2.565    0.000
   439.30    2.570    2.560    0.000
   439.36    2.570    2.565    0.000
   439.43    2.570    2.560    0.000
   439.49    2.570    2.560    0.000
   439.56    2.570    2.565    0.000
   439.63    2.570    2.560    0.000
   439.69    2.570    2.565    0.000
   439.76    2.570    2.560    0.000
   439.82    2.570    2.560    0.000
   439.89    2.570    2.560    0.000
   439.96    2.570    2.560    0.000
   440.02    2.570    2.560    0.000
   440.09    2.570    2.560    0.000
   440.15    2.570    2.560    0.000
   440.22    2.570    2.560    0.000
   440.29    2.570    2.560    0.000
   440.35    2.570    2.560    0.000
   440.42    2.570    2.560    0.000
   440.48    2.570    2.560    0.000
   440.55    2.570    2.560    0.000
   440.62    2.570    2.560    0.000
   440.68    2.570    2.560    0.000
   440.75    2.570    2.560    0.000
   440.81    2.570    2.560    0.000
   440.88    2.570    2.560    0.000
   440.95    2.570    2.560    0.000
   441.01    2.570    2.560    0.000
   441.08    2.570    2.560    0.000
   441.14    2.570    2.560    0.000
   441.21    2.570    2.560    0.000
   441.28    2.570    2.560    0.000
   441.34    2.570    2.560    0.000
   441.41    2.570    2.560    0.000
   441.47    2.570    2.560    0.000
   441.54    2.570    2.560    0.000
   441.61    2.570    2.560    0.000
   441.67    2.570    2.560    0.000
   441.74    2.570    2.560    0.000
   441.80    2.570    2.560    0.000
   441.87    2.570    2.560    0.000
   441.94    2.570    2.560    0.000
   442.00    2.570    2.560    0.000
   442.07    2.570    2.560    0.000
   442.13    2.565    2.560    0.000
   442.20    2.570    2.560    0.000
   442.27    2.570    2.560    0.000
   442.33    2.565    2.560    0.000
   442.40    2.570    2.560    0.000
   442.46    2.565    2.560    0.000
   442.53    2.565    2.560    0.000
   442.60    2.570    2.560    0.000
   442.66    2.565    2.560    0.000
   442.73    2.570    2.560    0.000
   442.79    2.565    2.560    0.000
   442.86    2.570    2.560    0.000
   442.93    2.570    2.560    0.000
   442.99    2.570    2.560    0.000
   443.06    2.565    2.560    0.000
   443.12    2.565    2.555    0.000
   443.19    2.565    2.560    0.000
   443.26    2.565    2.560    0.000
   443.32    2.565    2.555    0.000
   443.39    2.565    2.560    0.000
   443.45    2.565    2.560    0.000
   443.52    2.565    2.555    0.000
   443.59    2.565    2.555    0.000
   443.65    2.565    2.555    0.000
   443.72    2.565    2.555    0.000
   443.78    2.565    2.560    0.000
   443.85    2.565    2.555    0.000
   443.92    2.565    2.560    0.000
   443.98    2.565    2.555    0.000
   444.05    2.565    2.555    0.000
   444.11    2.565    2.555    0.000
   444.18    2.565    2.555    0.000
   444.25    2.565    2.555    0.000
   444.31    2.565    2.555    0.000
   444.38    2.565    2.555    0.000
   444.44    2.570    2.555    0.000
   444.51    2.565    2.555    0.000
   444.58    2.565    2.555    0.000
   444.64    2.565    2.555    0.000
   444.71    2.565    2.555    0.000
   444.77    2.565    2.555    0.000
   444.84    2.565    2.555    0.000
   444.91    2.565    2.555    0.000
   444.97    2.565    2.555    0.000
   445.04    2.565    2.555    0.000
   445.10    2.565    2.555    0.000
   445.17    2.565    2.555    0.000
   445.24    2.565    2.555    0.000
   445.30    2.565    2.555    0.000
   445.37    2.565    2.555    0.000
   445.43    2.565    2.555    0.000
   445.50    2.565    2.555    0.000
   445.57    2.565    2.555    0.000
   445.63    2.565    2.555    0.000
   445.70    2.565    2.555    0.000
   445.76    2.565    2.555    0.000
   445.83    2.565    2.555    0.000
   445.90    2.565    2.555    0.000
   445.96    2.565    2.555    0.000
   446.03    2.565    2.555    0.000
   446.09    2.565    2.555    0.000
   446.16    2.565    2.555    0.000
   446.23    2.565    2.555    0.000
   446.29    2.565    2.555    0.000
   446.36    2.565    2.555    0.000
   446.42    2.565    2.555    0.000
   446.49    2.565    2.555    0.000
   446.56    2.565    2.555    0.000
   446.62    2.565    2.555    0.000
   446.69    2.565    2.555    0.000
   446.75    2.565    2.555    0.000
   446.82    2.565    2.555    0.000
   446.89    2.565    2.555    0.000
   446.95    2.565    2.555    0.000
   447.02    2.565    2.555    0.000
   447.08    2.565    2.555    0.000
   447.15    2.565    2.555    0.000
   447.22    2.565    2.555    0.000
   447.28    2.565    2.555    0.000
   447.35    2.565    2.555    0.000
   447.41    2.565    2.555    0.000
   447.48    2.565    2.555    0.000
   447.55    2.565    2.555    0.000
   447.61    2.565    2.555    0.000
   447.68    2.565    2.555    0.000
   447.74    2.565    2.555    0.000
   447.81    2.565    2.550    0.000
   447.88    2.565    2.555    0.000
   447.94    2.565    2.550    0.000
   448.01    2.565    2.555    0.000
   448.07    2.565    2.555    0.000
   448.14    2.565    2.555    0.000
   448.21    2.565    2.555    0.000
   448.27    2.565    2.555    0.000
   448.34    2.565    2.550    0.000
   448.40    2.565    2.550    0.000
   448.47    2.565    2.550    0.000
   448.54    2.565    2.550    0.000
   448.60    2.565    2.550    0.000
   448.67    2.565    2.550    0.000
   448.73    2.565    2.550    0.000
   448.80    2.565    2.550    0.000
   448.87    2.565    2.550    0.000
   448.93    2.565    2.550    0.000
   449.00    2.565    2.550    0.000
   449.06    2.565    2.550    0.000
   449.13    2.565    2.550    0.000
   449.20    2.565    2.550    0.000
   449.26    2.565    2.550    0.000
   449.33    2.565    2.550    0.000
   449.39    2.565    2.550    0.000
   449.46    2.565    2.550    0.000
   449.53    2.565    2.550    0.000
   449.59    2.565    2.550    0.000
   449.66    2.565    2.550    0.000
   449.72    2.565    2.550    0.000
   449.79    2.565    2.550    0.000
   449.86    2.565    2.550    0.000
   449.92    2.565    2.550    0.000
   449.99    2.565    2.550    0.000
   450.05    2.565    2.550    0.000
   450.12    2.565    2.550    0.000
   450.19    2.565    2.550    0.000
   450.25    2.565    2.550    0.000
   450.32    2.565    2.550    0.000
   450.38    2.565    2.550    0.000
   450.45    2.565    2.550    0.000
   450.52    2.560    2.550    0.000
   450.58    2.565    2.550    0.000
   450.65    2.565    2.550    0.000
   450.71    2.565    2.550    0.000
   450.78    2.565    2.550    0.000
   450.85    2.565    2.550    0.000
   450.91    2.565    2.550    0.000
   450.98    2.565    2.550    0.000
   451.04    2.560    2.550    0.000
   451.11    2.560    2.550    0.000
   451.18    2.565    2.550    0.000
   451.24    2.565    2.550    0.000
   451.31    2.565    2.550    0.000
   451.37    2.565    2.550    0.000
   451.44    2.560    2.550    0.000
   451.51    2.565    2.550    0.000
   451.57    2.565    2.550    0.000
   451.64    2.565    2.550    0.000
   451.70    2.560    2.550    0.000
   451.77    2.565    2.550    0.000
   451.84    2.560    2.550    0.000
   451.90    2.565    2.550    0.000
   451.97    2.565    2.550    0.000
   452.03    2.565    2.550    0.000
   452.10    2.565    2.550    0.000
   452.17    2.560    2.550    0.000
   452.23    2.565    2.550    0.000
   452.30    2.565    2.550    0.000
   452.36    2.565    2.550    0.000
   452.43    2.565    2.550    0.000
   452.50    2.560    2.550    0.000
   452.56    2.560    2.550    0.000
   452.63    2.565    2.550    0.000
   452.69    2.565    2.550    0.000
   452.76    2.560    2.550    0.000
   452.83    2.565    2.550    0.000
   452.89    2.565    2.550    0.000
   452.96    2.565    2.550    0.000
   453.02    2.565    2.545    0.000
   453.09    2.565    2.545    0.000
   453.16    2.565    2.545    0.000
   453.22    2.565    2.550    0.000
   453.29    2.565    2.545    0.000
   453.35    2.565    2.550    0.000
   453.42    2.560    2.545    0.000
   453.49    2.560    2.550    0.000
   453.55    2.565    2.545    0.000
   453.62    2.560    2.550    0.000
   453.68    2.560    2.545    0.000
   453.75    2.565    2.545    0.000
   453.82    2.565    2.545    0.000
   453.88    2.565    2.545    0.000
   453.95    2.565    2.545    0.000
   454.01    2.560    2.550    0.000
   454.08    2.560    2.545    0.000
   454.15    2.565    2.545    0.000
   454.21    2.560    2.545    0.000
   454.28    2.560    2.545    0.000
   454.34    2.560    2.545    0.000
   454.41    2.560    2.545    0.000
   454.48    2.560    2.545    0.000
   454.54    2.560    2.545    0.000
   454.61    2.560    2.545    0.000
   454.67    2.560    2.545    0.000
   454.74    2.560    2.545    0.000
   454.81    2.560    2.545    0.000
   454.87    2.560    2.545    0.000
   454.94    2.565    2.545    0.000
   455.00    2.560    2.545    0.000
   455.07    2.560    2.545    0.000
   455.14    2.565    2.545    0.000
   455.20    2.560    2.545    0.000
   455.27    2.560    2.545    0.000
   455.33    2.560    2.545    0.000
   455.40    2.560    2.545    0.000
   455.47    2.560    2.545    0.000
   455.53    2.560    2.545    0.000
   455.60    2.560    2.545    0.000
   455.66    2.560    2.545    0.000
   455.73    2.560    2.545    0.000
   455.80    2.565    2.545    0.000
   455.86    2.560    2.545    0.000
   455.93    2.565    2.545    0.000
   455.99    2.560    2.545    0.000
   456.06    2.560    2.545    0.000
   456.13    2.565    2.545    0.000
   456.19    2.560    2.545    0.000
   456.26    2.560    2.545    0.000
   456.32    2.560    2.545    0.000
   456.39    2.560    2.545    0.000
   456.46    2.560    2.545    0.000
   456.52    2.565    2.545    0.000
   456.59    2.560    2.545    0.000
   456.65    2.560    2.545    0.000
   456.72    2.560    2.545    0.000
   456.79    2.560    2.545    0.000
   456.85    2.560    2.545    0.000
   456.92    2.560    2.545    0.000
   456.98    2.560    2.545    0.000
   457.05    2.560    2.545    0.000
   457.12    2.565    2.545    0.000
   457.18    2.560    2.545    0.000
   457.25    2.565    2.545    0.000
   457.31    2.560    2.545    0.000
   457.38    2.560    2.545    0.000
   457.45    2.560    2.545    0.000
   457.51    2.560    2.545    0.000
   457.58    2.560    2.545    0.000
   457.64    2.560    2.545    0.000
   457.71    2.560    2.545    0.000
   457.78    2.560    2.545    0.000
   457.84    2.560    2.545    0.000
   457.91    2.560    2.545    0.000
   457.97    2.560    2.545    0.000
   458.04    2.560    2.545    0.000
   458.11    2.565    2.545    0.000
   458.17    2.560    2.545    0.000
   458.24    2.560    2.545    0.000
   458.30    2.560    2.545    0.000
   458.37    2.560    2.545    0.000
   458.44    2.560    2.545    0.000
   458.50    2.560    2.545    0.000
   458.57    2.560    2.545    0.000
   458.63    2.560    2.545    0.000
   458.70    2.560    2.545    0.000
   458.77    2.560    2.540    0.000
   458.83    2.560    2.545    0.000
   458.90    2.560    2.545    0.000
   458.96    2.560    2.540    0.000
   459.03    2.560    2.545    0.000
   459.10    2.560    2.540    0.000
   459.16    2.560    2.545    0.000
   459.23    2.560    2.545    0.000
   459.29    2.560    2.545    0.000
   459.36    2.560    2.540    0.000
   459.43    2.560    2.545    0.000
   459.49    2.560    2.540    0.000
   459.56    2.560    2.540    0.000
   459.62    2.560    2.545    0.000
